sample_id,system,question,gold_answer,prediction,exact_match,f1_score,time_seconds
211,Vanilla RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,yes,0.0,0.30015594044689964,2.378949816721855
212,Vanilla RAG,The football manager who recruited Beckham managed Manchester United when?,1986 to 2013,yes,0.0,0.26405668205130367,2.1907688436851918
213,Vanilla RAG,Who was known by stage name Aladin and helped organizations improve their performance?,Eenasul Fateh,Not stated,0.0,0.26434207380531494,2.1908514122102747
214,Vanilla RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,I dont know,0.0,0.27817555991832194,2.1452287958936105
215,Vanilla RAG,2014 S/S is the debut album of a South Korean boy group formed by who?,YG Entertainment,Unknown,0.0,0.15031043471917527,2.387483986879204
216,Vanilla RAG,What year did Guns N Roses perform a promo for a movie with Arnold Schwarzenegger?,1999,yes,0.0,0.15963155086893394,2.1966074464266536
217,Vanilla RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,I dont know,0.0,0.318763185504216,2.494099359805442
218,Vanilla RAG,What screenwriter with credits for Evolution co-wrote a film with Nicolas Cage?,David Weissman,no,0.0,0.32237761977402285,2.0172393006446003
219,Vanilla RAG,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,no,yes,0.0,0.22953633492086506,2.2188789560255358
220,Vanilla RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,I dont know,0.0,0.30210371396735336,2.931302187654427
221,Vanilla RAG,What science fantasy young adult series has a set of companion books?,Animorphs,Not stated,0.0,0.29633386963449343,2.499562608572557
222,Vanilla RAG,Are Local H and For Against both from the United States?,yes,no,0.0,0.24979404228763447,2.4782132303820004
223,Vanilla RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,no,0.0,0.20278277051822957,2.589601877363862
224,Vanilla RAG,"Who is older, Annie Morton or Terry Richardson?",Terry Richardson,Not stated,0.0,0.23587580602392516,2.300894369205856
225,Vanilla RAG,Were Scott Derrickson and Ed Wood of the same nationality?,yes,Not stated,0.0,0.3116986988791405,2.4262695542762587
226,Vanilla RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,yes,0.0,0.19283121140093462,2.384717181916657
227,Vanilla RAG,The football manager who recruited Beckham managed Manchester United when?,1986 to 2013,I dont know,0.0,0.150373545064179,2.4910432983870114
228,Vanilla RAG,Who was known by stage name Aladin and helped organizations improve their performance?,Eenasul Fateh,I dont know,0.0,0.30374437556463685,2.398355781988317
229,Vanilla RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,no,0.0,0.17589046206761175,2.48224778327367
230,Vanilla RAG,2014 S/S is the debut album of a South Korean boy group formed by who?,YG Entertainment,yes,0.0,0.3036019198408081,2.5912298294671867
231,Vanilla RAG,What year did Guns N Roses perform a promo for a movie with Arnold Schwarzenegger?,1999,Unknown,0.0,0.14513069041357574,2.619640911168413
232,Vanilla RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,Not stated,0.0,0.2912046506840177,2.7063326228408355
233,Vanilla RAG,What screenwriter with credits for Evolution co-wrote a film with Nicolas Cage?,David Weissman,no,0.0,0.28116688586139754,2.0011647473025986
234,Vanilla RAG,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,no,Not stated,0.0,0.25995016454947345,2.101031520791413
235,Vanilla RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Not stated,0.0,0.16102539179482553,2.040408770711011
236,Vanilla RAG,What science fantasy young adult series has a set of companion books?,Animorphs,Unknown,0.0,0.3024866082170515,2.7721130570751535
237,Vanilla RAG,Are Local H and For Against both from the United States?,yes,Not stated,0.0,0.32087258120149104,2.3293328721728135
238,Vanilla RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,no,0.0,0.2790530393271611,2.0471397747394358
239,Vanilla RAG,"Who is older, Annie Morton or Terry Richardson?",Terry Richardson,Unknown,0.0,0.27058979456382437,2.4201977310523826
240,Vanilla RAG,Were Scott Derrickson and Ed Wood of the same nationality?,yes,I dont know,0.0,0.3270298713321789,2.490397125809005
241,Vanilla RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,Not stated,0.0,0.21562001678290083,2.319001847536789
242,Vanilla RAG,The football manager who recruited Beckham managed Manchester United when?,1986 to 2013,no,0.0,0.21829722827822595,2.3306030395492234
243,Vanilla RAG,Who was known by stage name Aladin and helped organizations improve their performance?,Eenasul Fateh,I dont know,0.0,0.17293946740631147,2.536710590463361
244,Vanilla RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,Not stated,0.0,0.13220685200141177,2.234160321295716
245,Vanilla RAG,2014 S/S is the debut album of a South Korean boy group formed by who?,YG Entertainment,no,0.0,0.17402294651931538,2.5238772371242946
246,Vanilla RAG,What year did Guns N Roses perform a promo for a movie with Arnold Schwarzenegger?,1999,yes,0.0,0.1294381677970187,2.339157005852807
247,Vanilla RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,yes,0.0,0.17378835676223087,2.2882943833238585
248,Vanilla RAG,What screenwriter with credits for Evolution co-wrote a film with Nicolas Cage?,David Weissman,yes,0.0,0.2999270800507493,2.2821604924901804
249,Vanilla RAG,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,no,I dont know,0.0,0.23083122396171782,2.760658647282788
250,Vanilla RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,no,0.0,0.2617955556592561,2.6674491721611244
251,Vanilla RAG,What science fantasy young adult series has a set of companion books?,Animorphs,Not stated,0.0,0.23584678627895092,2.50338425538558
252,Vanilla RAG,Are Local H and For Against both from the United States?,yes,no,0.0,0.24324232994418,2.585595335384724
253,Vanilla RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,Unknown,0.0,0.2849238848581507,2.825611044194312
254,Vanilla RAG,"Who is older, Annie Morton or Terry Richardson?",Terry Richardson,yes,0.0,0.16608198287237552,2.187568187154219
255,Vanilla RAG,Were Scott Derrickson and Ed Wood of the same nationality?,yes,I dont know,0.0,0.2597965499029326,2.4623435042003066
256,Vanilla RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,Unknown,0.0,0.21271572460398414,2.7442451018035663
257,Vanilla RAG,The football manager who recruited Beckham managed Manchester United when?,1986 to 2013,yes,0.0,0.30076734967392066,2.483563205618917
258,Vanilla RAG,Who was known by stage name Aladin and helped organizations improve their performance?,Eenasul Fateh,yes,0.0,0.2626729094586603,2.433418210689635
259,Vanilla RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,I dont know,0.0,0.1401225348154027,2.053170834857452
260,Vanilla RAG,2014 S/S is the debut album of a South Korean boy group formed by who?,YG Entertainment,yes,0.0,0.28811850217233975,2.734039079801141
261,Vanilla RAG,What year did Guns N Roses perform a promo for a movie with Arnold Schwarzenegger?,1999,no,0.0,0.17773126678405712,2.299605211813848
262,Vanilla RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,no,0.0,0.23525715078206888,2.6855104418358593
263,Vanilla RAG,What screenwriter with credits for Evolution co-wrote a film with Nicolas Cage?,David Weissman,I dont know,0.0,0.21237632796688083,2.4556030635901607
264,Vanilla RAG,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,no,yes,0.0,0.22052561368019347,2.3340203473880017
265,Vanilla RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Not stated,0.0,0.21662614901069138,2.5205774982917126
266,Vanilla RAG,What science fantasy young adult series has a set of companion books?,Animorphs,Not stated,0.0,0.14758174564032006,2.255188819711667
267,Vanilla RAG,Are Local H and For Against both from the United States?,yes,yes,0.0,0.2952055170159904,2.2305579188930174
268,Vanilla RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,no,0.0,0.3132733966016255,2.3579763225080996
269,Vanilla RAG,"Who is older, Annie Morton or Terry Richardson?",Terry Richardson,Unknown,0.0,0.16126222212078278,1.9757598357136181
270,Vanilla RAG,Were Scott Derrickson and Ed Wood of the same nationality?,yes,Unknown,0.0,0.2242716835942079,2.258415400548561
271,Vanilla RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,no,0.0,0.30848857310210975,2.4293728958221834
272,Vanilla RAG,The football manager who recruited Beckham managed Manchester United when?,1986 to 2013,Unknown,0.0,0.2037946237953832,2.279384137877955
273,Vanilla RAG,Who was known by stage name Aladin and helped organizations improve their performance?,Eenasul Fateh,Unknown,0.0,0.1810406116344304,2.510265313211053
274,Vanilla RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,Not stated,0.0,0.18504984578938405,2.358400634533965
275,Vanilla RAG,2014 S/S is the debut album of a South Korean boy group formed by who?,YG Entertainment,Unknown,0.0,0.26037426239014905,2.5735343657071583
276,Vanilla RAG,What year did Guns N Roses perform a promo for a movie with Arnold Schwarzenegger?,1999,I dont know,0.0,0.1589593650548128,2.599314779116579
277,Vanilla RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,yes,0.0,0.17154017968283497,2.1940380631971816
278,Vanilla RAG,What screenwriter with credits for Evolution co-wrote a film with Nicolas Cage?,David Weissman,Not stated,0.0,0.24383605816325124,2.5435958489811683
279,Vanilla RAG,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,no,I dont know,0.0,0.14019151429530316,2.9023992469457562
280,Vanilla RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Not stated,0.0,0.1394330545814966,2.5986930683121683
281,Vanilla RAG,What science fantasy young adult series has a set of companion books?,Animorphs,Not stated,0.0,0.22335770342178696,2.7222229785584564
282,Vanilla RAG,Are Local H and For Against both from the United States?,yes,Not stated,0.0,0.15948654558789666,2.3249916268972397
283,Vanilla RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,no,0.0,0.14402229304811737,2.7176084369597233
284,Vanilla RAG,"Who is older, Annie Morton or Terry Richardson?",Terry Richardson,yes,0.0,0.14170426654075846,2.618336094408366
285,Vanilla RAG,Were Scott Derrickson and Ed Wood of the same nationality?,yes,no,0.0,0.263042510720818,2.2703701402137617
286,Vanilla RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,Not stated,0.0,0.2087551102636555,2.299501193117574
287,Vanilla RAG,The football manager who recruited Beckham managed Manchester United when?,1986 to 2013,Not stated,0.0,0.17724306955772495,2.713114184794643
288,Vanilla RAG,Who was known by stage name Aladin and helped organizations improve their performance?,Eenasul Fateh,yes,0.0,0.13594833245781288,2.1904829510406563
289,Vanilla RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,Not stated,0.0,0.21184498306717447,2.1789728192284126
290,Vanilla RAG,2014 S/S is the debut album of a South Korean boy group formed by who?,YG Entertainment,I dont know,0.0,0.24104538476881787,1.7551390627195838
291,Vanilla RAG,What year did Guns N Roses perform a promo for a movie with Arnold Schwarzenegger?,1999,no,0.0,0.3149412515472855,2.5792814810902556
292,Vanilla RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,I dont know,0.0,0.26194519495396584,2.479172515949677
293,Vanilla RAG,What screenwriter with credits for Evolution co-wrote a film with Nicolas Cage?,David Weissman,Unknown,0.0,0.1757371905231692,2.364383058324739
294,Vanilla RAG,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,no,I dont know,0.0,0.15417565642549128,1.9438481054782797
295,Vanilla RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,yes,0.0,0.2194449145140904,2.382095231369914
296,Vanilla RAG,What science fantasy young adult series has a set of companion books?,Animorphs,Not stated,0.0,0.12986309137684926,2.108427016042541
297,Vanilla RAG,Are Local H and For Against both from the United States?,yes,yes,0.0,0.3276908881708885,2.468712191171745
298,Vanilla RAG,What government position was held by the woman who portrayed Corliss Archer in the film Kiss and Tell?,Chief of Protocol,no,0.0,0.14265214421992659,2.199279971315416
299,Vanilla RAG,"Who is older, Annie Morton or Terry Richardson?",Terry Richardson,no,0.0,0.22917693880975307,2.3354047550511563
300,Vanilla RAG,Were Scott Derrickson and Ed Wood of the same nationality?,yes,yes,0.0,0.3146518755987418,2.36930253361961
301,Vanilla RAG,The arena where the Lewiston Maineiacs played can seat how many people?,3677,I dont know,0.0,0.30385404849690856,2.3514332564562146
302,Vanilla RAG,The football manager who recruited Beckham managed Manchester United when?,1986 to 2013,Unknown,0.0,0.18499747824333135,2.0117903663988717
303,Vanilla RAG,Who was known by stage name Aladin and helped organizations improve their performance?,Eenasul Fateh,I dont know,0.0,0.2947489909279614,2.1718926998568078
304,Vanilla RAG,Are Random House Tower and 888 7th Avenue both used for real estate?,no,Not stated,0.0,0.25033555314519,2.182403193926935
305,Vanilla RAG,2014 S/S is the debut album of a South Korean boy group formed by who?,YG Entertainment,Not stated,0.0,0.12956462143043157,2.062101969947094
306,Vanilla RAG,What year did Guns N Roses perform a promo for a movie with Arnold Schwarzenegger?,1999,yes,0.0,0.18787575043999558,2.296642687822616
307,Vanilla RAG,The director of the romantic comedy Big Stone Gap is based in what New York city?,Greenwich Village,no,0.0,0.3157860007854208,2.565547713330009
308,Vanilla RAG,What screenwriter with credits for Evolution co-wrote a film with Nicolas Cage?,David Weissman,yes,0.0,0.1808931842974255,2.3193420006858063
309,Vanilla RAG,Are the Laleli Mosque and Esma Sultan Mansion located in the same neighborhood?,no,no,0.0,0.27648333679619974,2.732581990493887
310,Vanilla RAG,What is the name of the fight song of the university in Lawrence Kansas?,Kansas Song,Not stated,0.0,0.18246964246296327,2.2512841086089277
311,Vanilla RAG,What science fantasy young adult series has a set of companion books?,Animorphs,I dont know,0.0,0.17012593096138862,2.1880690544545542
312,Vanilla RAG,Are Local H and For Against both from the United States?,yes,I dont know,0.0,0.16871946246549058,2.3947059033590348
